Filename,Pipeline,Seller Name,Seller Tax ID,Client Name,Client Tax ID,Invoice Number,Invoice Date,Net Worth,VAT,Gross Worth
batch1-0352.jpg,Azure Document Intelligence,Fernandez LLC,,Brown-Carr,,50554106,2012-12-17,$17148.75,$1714.88,$18863.63
batch1-0352.jpg,Gemini 1.5 Flash,Fernandez LLC,984-86-2338,Brown-Carr,906-94-4177,50554106,12/17/2012,"17 148,75","1 714,88","18 863,63"
batch1-0346.jpg,Azure Document Intelligence,"Moran, Harris and Smith",,Hughes-Raymond,,49380136,2019-02-21,$173.29,$17.33,$190.62
batch1-0346.jpg,Gemini 1.5 Flash,"Moran, Harris and Smith",907-77-8712,Hughes-Raymond,934-84-4841,49380136,02/21/2019,"173,29","17,33","190,62"
batch1-0342.jpg,Azure Document Intelligence,Love Inc,,Brown and Sons,,79064100,2018-05-25,$84.44,$8.44,$92.88
batch1-0342.jpg,Gemini 1.5 Flash,Love Inc,960-75-3286,Brown and Sons,992-88-6386,79064100,05/25/2018,"84,44","8,44","92,88"
batch1-0356.jpg,Azure Document Intelligence,Peterson LLC,,"Williams, Yang and Jackson",,23385207,2012-06-23,$240.0,$24.0,$264.0
batch1-0356.jpg,Gemini 1.5 Flash,Peterson LLC,909-90-0060,"Williams, Yang and Jackson",926-74-8186,23385207,06/23/2012,"240,00","24,00","264,00"
batch1-0381.jpg,Azure Document Intelligence,Williams PLC,,Mcdonald-Green,,76272465,2017-01-06,$604.99,$60.5,$665.49
batch1-0381.jpg,Gemini 1.5 Flash,Williams PLC,995-95-4739,Mcdonald-Green,930-74-1829,76272465,01/06/2017,"604,99","60,50","665,49"
batch1-0380.jpg,Azure Document Intelligence,Montgomery LLC,,Campbell-Flores,,13310164,2020-01-16,$17045.0,$1704.5,$18749.5
batch1-0380.jpg,Gemini 1.5 Flash,Montgomery LLC,924-83-8802,Campbell-Flores,999-80-5625,13310164,01/16/2020,"17 045,00","1 704,50","18 749,50"
batch1-0357.jpg,Azure Document Intelligence,Houston-Brooks,,"Moore, Hill and Ford",,19507687,2018-09-19,$55626.97,$5562.7,$61189.67
batch1-0357.jpg,Gemini 1.5 Flash,Houston-Brooks,925-75-9384,"Moore, Hill and Ford",968-92-5785,19507687,09/19/2018,"55 626,97","5 562,70","61 189,67"
batch1-0343.jpg,Azure Document Intelligence,Williams Group,,Frazier-Davis,,69057610,2013-08-20,$15936.26,$1593.63,$17529.89
batch1-0343.jpg,Gemini 1.5 Flash,Williams Group,930-72-1637,Frazier-Davis,952-75-5780,69057610,08/20/2013,"15 936,26","1 593,63","17 529,89"
batch1-0355.jpg,Azure Document Intelligence,"Logan, Deleon and Ayers",,Moyer-Jones,,92179921,2012-10-11,$241.92,$24.19,$266.11
batch1-0355.jpg,Gemini 1.5 Flash,"Logan, Deleon and Ayers",977-99-2004,Moyer-Jones,907-98-7260,92179921,10/11/2012,"241,92","24,19","266,11"
batch1-0341.jpg,Azure Document Intelligence,Collins Group,,Pope LLC,,86225018,2015-12-18,$5409.72,$540.97,$5950.69
batch1-0341.jpg,Gemini 1.5 Flash,Collins Group,942-76-9532,Pope LLC,918-70-1520,86225018,12/18/2015,"5 409,72","540,97","5 950,69"
batch1-0369.jpg,Azure Document Intelligence,Miller Inc,,"Mason, Melton and Matthews",,64809205,2014-08-18,$651.15,$65.12,$716.27
batch1-0369.jpg,Gemini 1.5 Flash,Miller Inc,909-72-0896,"Mason, Melton and Matthews",911-83-0636,64809205,08/18/2014,"651,15","65,12","716,27"
batch1-0368.jpg,Azure Document Intelligence,Horne-Fields,,French-Sullivan,,87934175,2016-10-19,$97.98,$9.8,$107.78
batch1-0368.jpg,Gemini 1.5 Flash,Horne-Fields,964-80-0842,French-Sullivan,905-94-4635,87934175,10/19/2016,"97,98","9,80","107,78"
batch1-0340.jpg,Azure Document Intelligence,Daniel-Morrison,,"Snyder, Benton and Reed",,82977013,2013-12-06,$244.99,$24.5,$269.49
batch1-0340.jpg,Gemini 1.5 Flash,Daniel-Morrison,995-99-6193,"Snyder, Benton and Reed",999-86-4010,82977013,12/06/2013,"244,99","24,50","269,49"
batch1-0354.jpg,Azure Document Intelligence,Garcia Ltd,,"Anderson, Davidson and Webster",,49929761,2021-02-04,$3459.66,$345.97,$3805.63
batch1-0354.jpg,Gemini 1.5 Flash,Garcia Ltd,996-99-0521,"Anderson, Davidson and Webster",977-75-8747,49929761,02/04/2021,"3 459,66","345,97","3 805,63"
