Filename,Seller Name (Azure),Seller Name (Gemini),Seller Name Match,Seller Tax ID (Azure),Seller Tax ID (Gemini),Seller Tax ID Match,Client Name (Azure),Client Name (Gemini),Client Name Match,Client Tax ID (Azure),Client Tax ID (Gemini),Client Tax ID Match,Invoice Number (Azure),Invoice Number (Gemini),Invoice Number Match,Invoice Date (Azure),Invoice Date (Gemini),Invoice Date Match,Net Worth (Azure),Net Worth (Gemini),Net Worth Match,VAT (Azure),VAT (Gemini),VAT Match,Gross Worth (Azure),Gross Worth (Gemini),Gross Worth Match,Total Valid Matches,Match Rate (%)
batch1-0347.jpg,"Henderson, Brown and Carson","Henderson, Brown and Carson",True,,975-87-2875,False,"Brown, Dodson and Weaver","Brown, Dodson and Weaver",True,,981-79-3397,False,89042780,89042780,True,2015-10-16,10/16/2015,False,$1908.56,"1 908,56",False,$190.86,"190,86",False,$2099.42,"2 099,42",False,3,33.33
batch1-0348.jpg,Miller Inc,Miller Inc,True,,938-92-9047,False,"Conley-Irwin
USCGC Jordan",Conley-Irwin,False,,997-98-1436,False,50956755,50956755,True,2019-09-06,09/06/2019,False,$29049.84,"29 049,84",False,$2904.98,"2 904,98",False,$31954.82,"31 954,82",False,2,22.22
batch1-0349.jpg,"Hernandez, Barber and Jones","Hernandez, Barber and Jones",True,,934-99-4537,False,Hall-Skinner,Hall-Skinner,True,,944-87-7634,False,39571754,39571754,True,2013-07-03,07/03/2013,False,$6950.2,"6 950,20",False,$695.02,"695,02",False,$7645.22,"7 645,22",False,3,33.33
batch1-0350.jpg,Daniel-Benson,Daniel-Benson,True,,991-85-2472,False,"Mcdonald, Jordan and Malone","Mcdonald, Jordan and Malone",True,,925-92-0610,False,39077025,39077025,True,2011-12-15,12/15/2011,False,$3546.94,"3 546,94",False,$354.69,"354,69",False,$3901.63,"3 901,63",False,3,33.33
batch1-0351.jpg,Poole-Boyle,Poole-Boyle,True,,938-78-7124,False,"Ray, Hurst and Cruz","Ray, Hurst and Cruz",True,,924-90-5219,False,77015917,77015917,True,2017-12-21,12/21/2017,False,$99.95,"99,95",False,$9.99,"9,99",False,$109.94,"109,94",False,3,33.33
batch1-0352.jpg,Fernandez LLC,Fernandez LLC,True,,984-86-2338,False,Brown-Carr,Brown-Carr,True,,906-94-4177,False,50554106,50554106,True,2012-12-17,12/17/2012,False,$17148.75,"17 148,75",False,$1714.88,"1 714,88",False,$18863.63,"18 863,63",False,3,33.33
batch1-0353.jpg,Callahan and Sons,Callahan and Sons,True,,979-84-7639,False,King-Harris,King-Harris,True,,988-88-5388,False,10819011,10819011,True,2018-02-09,02/09/2018,False,$510.64,"510,64",False,$51.06,"51,06",False,$561.7,"561,70",False,3,33.33
batch1-0354.jpg,Garcia Ltd,Garcia Ltd,True,,996-99-0521,False,"Anderson, Davidson and Webster","Anderson, Davidson and Webster",True,,977-75-8747,False,49929761,49929761,True,2021-02-04,02/04/2021,False,$3459.66,"3 459,66",False,$345.97,"345,97",False,$3805.63,"3 805,63",False,3,33.33
batch1-0355.jpg,"Logan, Deleon and Ayers","Logan, Deleon and Ayers",True,,977-99-2004,False,Moyer-Jones,Moyer-Jones,True,,907-98-7260,False,92179921,92179921,True,2012-10-11,10/11/2012,False,$241.92,"241,92",False,$24.19,"24,19",False,$266.11,"266,11",False,3,33.33
batch1-0356.jpg,Peterson LLC,Peterson LLC,True,,909-90-0060,False,"Williams, Yang and Jackson","Williams, Yang and Jackson",True,,926-74-8186,False,23385207,23385207,True,2012-06-23,06/23/2012,False,$240.0,"240,00",False,$24.0,"24,00",False,$264.0,"264,00",False,3,33.33
batch1-0357.jpg,Houston-Brooks,Houston-Brooks,True,,925-75-9384,False,"Moore, Hill and Ford","Moore, Hill and Ford",True,,968-92-5785,False,19507687,19507687,True,2018-09-19,09/19/2018,False,$55626.97,"55 626,97",False,$5562.7,"5 562,70",False,$61189.67,"61 189,67",False,3,33.33
batch1-0358.jpg,"Gardner, Tucker and Martinez","Gardner, Tucker and Martinez",True,,935-91-0274,False,"Robbins Group
USS Salas
FPO",Robbins Group,False,,968-87-5481,False,61660848,61660848,True,2019-05-30,05/30/2019,False,$24.12,"24,12",False,$2.41,"2,41",False,$26.53,"26,53",False,2,22.22
batch1-0359.jpg,"Cook, Bartlett and Giles","Cook, Bartlett and Giles",True,,974-75-0354,False,"Smith, Herrera and Graves","Smith, Herrera and Graves",True,,943-83-6136,False,29534383,29534383,True,2017-05-30,05/30/2017,False,$329.34,"329,34",False,$32.93,"32,93",False,$362.27,"362,27",False,3,33.33
batch1-0360.jpg,Mclean Inc,Mclean Inc,True,,913-81-7541,False,Richards and Sons,Richards and Sons,True,,952-95-0332,False,58126171,58126171,True,2015-08-14,08/14/2015,False,$30884.3,"30 884,30",False,$3088.43,"3 088,43",False,$33972.73,"33 972,73",False,3,33.33
batch1-0361.jpg,Johnson-Young,Johnson-Young,True,,937-77-5283,False,"Garcia, Meyer and Cook","Garcia, Meyer and Cook",True,,907-73-8031,False,86575728,86575728,True,2014-11-24,11/24/2014,False,$906.7,"906,70",False,$90.67,"90,67",False,$997.37,"997,37",False,3,33.33
batch1-0362.jpg,Smith-Torres,Smith-Torres,True,,927-81-6187,False,"Medina, Moss and Martin","Medina, Moss and Martin",True,,915-85-0288,False,76628307,76628307,True,2019-05-05,05/05/2019,False,$3084.91,"3 084,91",False,$308.49,"308,49",False,$3393.4,"3 393,40",False,3,33.33
batch1-0363.jpg,Nichols-Powell,Nichols-Powell,True,,956-84-2083,False,"Ballard-Henry
Brown",Ballard-Henry,False,,923-84-5244,False,16499996,16499996,True,2019-05-05,05/05/2019,False,$19.5,"19,50",False,$1.95,"1,95",False,$21.45,"21,45",False,2,22.22
batch1-0364.jpg,Thomas-Andrade,Thomas-Andrade,True,,972-90-5571,False,"Macdonald, Bentley and Nguyen","Macdonald, Bentley and Nguyen",True,,988-84-2670,False,61113263,61113263,True,2014-02-04,02/04/2014,False,$23935.84,"23 935,84",False,$2393.58,"2 393,58",False,$26329.42,"26 329,42",False,3,33.33
batch1-0365.jpg,Lee Inc,Lee Inc,True,,952-96-9876,False,"Olsen Ltd
USCGC Mann",Olsen Ltd,False,,932-73-0621,False,41887329,41887329,True,2020-11-26,11/26/2020,False,$17349.93,"17 349,93",False,$1734.99,"1 734,99",False,$19084.92,"19 084,92",False,2,22.22
batch1-0366.jpg,Williams Ltd,Williams Ltd,True,,964-85-1307,False,Gross PLC,Gross PLC,True,,963-76-2257,False,74583312,74583312,True,2015-05-05,05/05/2015,False,$634.36,"634,36",False,$63.44,"63,44",False,$697.8,"697,80",False,3,33.33
batch1-0367.jpg,Day and Sons,Day and Sons,True,,908-94-9799,False,"Phillips, Burton and Mcdaniel","Phillips, Burton and Mcdaniel",True,,932-85-2181,False,23995139,23995139,True,2015-05-30,05/30/2015,False,$84944.82,"84 944,82",False,$8494.48,"8 494,48",False,$93439.3,"93 439,30",False,3,33.33
batch1-0368.jpg,Horne-Fields,Horne-Fields,True,,964-80-0842,False,French-Sullivan,French-Sullivan,True,,905-94-4635,False,87934175,87934175,True,2016-10-19,10/19/2016,False,$97.98,"97,98",False,$9.8,"9,80",False,$107.78,"107,78",False,3,33.33
batch1-0369.jpg,Miller Inc,Miller Inc,True,,909-72-0896,False,"Mason, Melton and Matthews","Mason, Melton and Matthews",True,,911-83-0636,False,64809205,64809205,True,2014-08-18,08/18/2014,False,$651.15,"651,15",False,$65.12,"65,12",False,$716.27,"716,27",False,3,33.33
batch1-0370.jpg,"Thornton, Franklin and Hamilton","Thornton, Franklin and Hamilton",True,,998-77-7262,False,"Farmer, Pennington and Osborn","Farmer, Pennington and Osborn",True,,997-74-8995,False,11637316,11637316,True,2015-03-21,03/21/2015,False,$3763.69,"3 763,69",False,$376.37,"376,37",False,$4140.06,"4 140,06",False,3,33.33
batch1-0371.jpg,Lewis and Sons,Lewis and Sons,True,,988-97-7797,False,Hancock LLC,Hancock LLC,True,,982-72-2795,False,39652805,39652805,True,2020-03-20,03/20/2020,False,$299.99,"299,99",False,$30.0,"30,00",False,$329.99,"329,99",False,3,33.33
batch1-0372.jpg,Hart-Wright,Hart-Wright,True,,953-74-2648,False,Foster-Parks,Foster-Parks,True,,943-86-1330,False,15172184,15172184,True,2017-08-24,08/24/2017,False,$4819.9,"4 819,90",False,$481.99,"481,99",False,$5301.89,"5 301,89",False,3,33.33
batch1-0373.jpg,Jones-Silva,Jones-Silva,True,,902-82-9449,False,Stafford and Sons,Stafford and Sons,True,,910-94-4040,False,99454334,99454334,True,2017-07-08,07/08/2017,False,$96.0,"96,00",False,$9.6,"9,60",False,$105.6,"105,60",False,3,33.33
batch1-0374.jpg,Kirby Group,Kirby Group,True,,968-79-4900,False,Martin-Allison,Martin-Allison,True,,943-81-3637,False,87873157,87873157,True,2017-05-09,05/09/2017,False,$6.0,"6,00",False,$0.6,"0,60",False,$6.6,"6,60",False,3,33.33
batch1-0375.jpg,"Moore, Thomas and Crosby","Moore, Thomas and Crosby",True,,943-88-9123,False,Aguirre Ltd,Aguirre Ltd,True,,924-73-4934,False,23897213,23897213,True,2019-07-14,07/14/2019,False,$252.63,"252,63",False,$25.26,"25,26",False,$277.89,"277,89",False,3,33.33
batch1-0376.jpg,Ross Group,Ross Group,True,,929-73-9404,False,Leblanc and Sons,Leblanc and Sons,True,,963-87-9848,False,60518602,60518602,True,2016-08-30,08/30/2016,False,$2334.95,"2 334,95",False,$233.5,"233,50",False,$2568.45,"2 568,45",False,3,33.33
batch1-0377.jpg,Wilkins Ltd,Wilkins Ltd,True,,928-96-4400,False,Ross Inc,Ross Inc,True,,939-96-7563,False,35259356,35259356,True,2018-01-20,01/20/2018,False,$629.8,"629,80",False,$62.98,"62,98",False,$692.78,"692,78",False,3,33.33
batch1-0378.jpg,Duran Group,Duran Group,True,,917-88-4853,False,Mayer-Bates,Mayer-Bates,True,,954-81-3871,False,74263194,74263194,True,2020-03-28,03/28/2020,False,$119.93,"119,93",False,$11.99,"11,99",False,$131.92,"131,92",False,3,33.33
batch1-0379.jpg,"Howell, Underwood and Davis","Howell, Underwood and Davis",True,,989-83-0730,False,Gardner LLC,Gardner LLC,True,,948-94-1459,False,59051048,59051048,True,2015-12-12,12/12/2015,False,$267.52,267.52,False,$26.75,26.75,False,$294.27,294.27,False,3,33.33
batch1-0380.jpg,Montgomery LLC,Montgomery LLC,True,,924-83-8802,False,Campbell-Flores,Campbell-Flores,True,,999-80-5625,False,13310164,13310164,True,2020-01-16,01/16/2020,False,$17045.0,"17 045,00",False,$1704.5,"1 704,50",False,$18749.5,"18 749,50",False,3,33.33
batch1-0381.jpg,Williams PLC,Williams PLC,True,,995-95-4739,False,Mcdonald-Green,Mcdonald-Green,True,,930-74-1829,False,76272465,76272465,True,2017-01-06,01/06/2017,False,$604.99,"604,99",False,$60.5,"60,50",False,$665.49,"665,49",False,3,33.33
